"","symbol","recommend","url","year","month","day"
"1942","CHU",TRUE,"http://finance.yahoo.com/q?s=CHU","2010","03","02"
"1952","WFT",TRUE,"http://finance.yahoo.com/q/pr?s=WFT","2010","03","02"
"1292","crzo",TRUE,"http://finance.yahoo.com/q?s=crzo","2010","03","02"
"2152","NBR",FALSE,"http://finance.yahoo.com/q/pr?s=NBR","2010","03","02"
"3172","HTS",FALSE,"http://finance.yahoo.com/q/pr?s=HTS","2010","03","02"
"4123","WIN",TRUE,"http://finance.yahoo.com/q?s=WIN","2010","03","02"
"5100","MO",TRUE,"http://finance.yahoo.com/q?s=MO","2010","03","02"
"7123","PCL",TRUE,"http://finance.yahoo.com/q?s=PCL","2010","03","02"
"8113","WY",TRUE,"http://finance.yahoo.com/q/pr?s=WY","2010","03","02"
"2032","WES",TRUE,"http://finance.yahoo.com/q?s=WES","2010","03","03"
"2042","DECK",TRUE,"http://finance.yahoo.com/q/pr?s=DECK","2010","03","03"
"2052","ODP",FALSE,"http://finance.yahoo.com/q?s=ODP","2010","03","03"
"2062","SPLS",TRUE,"http://finance.yahoo.com/q?s=SPLS","2010","03","03"
"2072","T",TRUE,"http://finance.yahoo.com/q?s=T","2010","03","03"
"2082","HGSI",TRUE,"http://finance.yahoo.com/q?s=HGSI","2010","03","03"
"2092","ECA",TRUE,"http://finance.yahoo.com/q/pr?s=ECA","2010","03","03"
"21012","FCZ",TRUE,"http://finance.yahoo.com/q?s=FCZ","2010","03","03"
"21111","HANS",TRUE,"http://finance.yahoo.com/q?s=HANS","2010","03","03"
"21211","AIG",FALSE,"http://finance.yahoo.com/q?s=AIG","2010","03","03"
"21311","BRK-B",TRUE,"http://finance.yahoo.com/q/pr?s=BRK-B","2010","03","03"
"21411","AAPL",TRUE,"http://finance.yahoo.com/q?s=AAPL","2010","03","04"
"21511","ETN",TRUE,"http://finance.yahoo.com/q?s=ETN","2010","03","04"
"2162","WFT",TRUE,"http://finance.yahoo.com/q/pr?s=WFT","2010","03","04"
"2172","RIG",FALSE,"http://finance.yahoo.com/q?s=RIG","2010","03","04"
"2182","SQNM",FALSE,"http://finance.yahoo.com/q?s=SQNM","2010","03","04"
"2192","FRPT",FALSE,"http://finance.yahoo.com/q?s=FRPT","2010","03","04"
"2202","AAPL",TRUE,"http://finance.yahoo.com/q?s=AAPL","2010","03","04"
"22111","F",TRUE,"http://finance.yahoo.com/q?s=F","2010","03","04"
"2222","TIVO",TRUE,"http://finance.yahoo.com/q/pr?s=TIVO","2010","03","04"
"2232","CRA",TRUE,"http://finance.yahoo.com/q/pr?s=CRA","2010","03","04"
"2242","UNG",FALSE,"http://finance.yahoo.com/q/pr?s=UNG","2010","03","04"
"2251","DVN",TRUE,"http://finance.yahoo.com/q?s=DVN","2010","03","04"
"2261","WCRX",TRUE,"http://finance.yahoo.com/q/pr?s=WCRX","2010","03","04"
"2271","XLNX",TRUE,"http://finance.yahoo.com/q/pr?s=XLNX","2010","03","04"
"2282","CLNE",TRUE,"http://finance.yahoo.com/q/pr?s=CLNE","2010","03","05"
"2292","KR",TRUE,"http://finance.yahoo.com/q?s=KR","2010","03","05"
"2302","THS",TRUE,"http://finance.yahoo.com/q?s=THS","2010","03","05"
"2313","PRGO",TRUE,"http://finance.yahoo.com/q/pr?s=PRGO","2010","03","05"
"2322","crzo",TRUE,"http://finance.yahoo.com/q?s=crzo","2010","03","05"
"2332","MW",TRUE,"http://finance.yahoo.com/q/pr?s=MW","2010","03","05"
"2342","JCG",TRUE,"http://finance.yahoo.com/q?s=JCG","2010","03","05"
"2352","BF-B",TRUE,"http://finance.yahoo.com/q/pr?s=BF-B","2010","03","05"
"2362","GNTX",TRUE,"http://finance.yahoo.com/q/pr?s=GNTX","2010","03","05"
"2372","DWA",TRUE,"http://finance.yahoo.com/q/pr?s=DWA","2010","03","05"
"2382","armh",TRUE,"http://finance.yahoo.com/q?s=armh","2010","03","05"
"2392","PG",TRUE,"http://finance.yahoo.com/q?s=PG","2010","03","05"
"2402","TNK",TRUE,"http://finance.yahoo.com/q/pr?s=TNK","2010","03","05"
"2413","VMI",FALSE,"http://finance.yahoo.com/q/pr?s=VMI","2010","03","05"
"2422","SPLS",TRUE,"http://finance.yahoo.com/q?s=SPLS","2010","03","05"
"2432","PALM",TRUE,"http://finance.yahoo.com/q?s=PALM","2010","03","05"
"2442","DOW",TRUE,"http://finance.yahoo.com/q?s=DOW","2010","03","05"
"2452","C",TRUE,"http://finance.yahoo.com/q?s=C","2010","03","05"
"2462","NBL",TRUE,"http://finance.yahoo.com/q?s=NBL","2010","03","08"
"2472","SKX",TRUE,"http://finance.yahoo.com/q/pr?s=SKX","2010","03","08"
"2482","HSY",FALSE,"http://finance.yahoo.com/q/pr?s=HSY","2010","03","08"
"2492","CSCO",TRUE,"http://finance.yahoo.com/q?s=CSCO","2010","03","08"
"2502","ARBA",TRUE,"http://finance.yahoo.com/q/pr?s=ARBA","2010","03","08"
"2513","FFIV",TRUE,"http://finance.yahoo.com/q/pr?s=FFIV","2010","03","08"
"2522","V",TRUE,"http://finance.yahoo.com/q?s=V","2010","03","08"
"2532","GFA",TRUE,"http://finance.yahoo.com/q/pr?s=GFA","2010","03","08"
"2542","FSYS",TRUE,"http://finance.yahoo.com/q/pr?s=FSYS","2010","03","08"
"2552","AIB",FALSE,"http://finance.yahoo.com/q/pr?s=AIB","2010","03","08"
"2562","C",TRUE,"http://finance.yahoo.com/q?s=C","2010","03","08"
"2572","MOT",FALSE,"http://finance.yahoo.com/q?s=MOT","2010","03","08"
"2582","AAPL",TRUE,"http://finance.yahoo.com/q?s=AAPL","2010","03","08"
"2592","XOM",TRUE,"http://finance.yahoo.com/q?s=XOM","2010","03","09"
"2602","CVX",TRUE,"http://finance.yahoo.com/q?s=CVX","2010","03","09"
"2613","IBM",TRUE,"http://finance.yahoo.com/q?s=IBM","2010","03","09"
"2622","KO",TRUE,"http://finance.yahoo.com/q?s=KO","2010","03","09"
"2632","PFE",TRUE,"http://finance.yahoo.com/q?s=PFE","2010","03","09"
"2642","MSFT",TRUE,"http://finance.yahoo.com/q?s=MSFT","2010","03","09"
"2651","T",TRUE,"http://finance.yahoo.com/q?s=T","2010","03","09"
"2661","VZ",TRUE,"http://finance.yahoo.com/q?s=VZ","2010","03","09"
"2671","AA",TRUE,"http://finance.yahoo.com/q?s=AA","2010","03","09"
"2681","SKT",TRUE,"http://finance.yahoo.com/q?s=SKT","2010","03","09"
"2692","JPM",TRUE,"http://finance.yahoo.com/q?s=JPM","2010","03","09"
"2702","RRC",TRUE,"http://finance.yahoo.com/q?s=RRC","2010","03","09"
"2713","ADSK",TRUE,"http://finance.yahoo.com/q/pr?s=ADSK","2010","03","09"
"2722","JCG",TRUE,"http://finance.yahoo.com/q?s=JCG","2010","03","09"
"2732","EXPD",FALSE,"http://finance.yahoo.com/q/pr?s=EXPD","2010","03","09"
"2742","UPS",TRUE,"http://finance.yahoo.com/q?s=UPS","2010","03","09"
"2751","QCOM",FALSE,"http://finance.yahoo.com/q?s=QCOM","2010","03","09"
"2762","WEN",TRUE,"http://finance.yahoo.com/q?s=WEN","2010","03","09"
"2772","CMG",TRUE,"http://finance.yahoo.com/q?s=CMG","2010","03","09"
"2781","DOLE",FALSE,"http://finance.yahoo.com/q?s=DOLE","2010","03","09"
"2791","DLM",TRUE,"http://finance.yahoo.com/q?s=DLM","2010","03","09"
"2801","AMSC",TRUE,"http://finance.yahoo.com/q/pr?s=AMSC","2010","03","09"
"2812","IMAX",TRUE,"http://finance.yahoo.com/q/pr?s=IMAX","2010","03","09"
"2821","cnk",TRUE,"http://finance.yahoo.com/q?s=cnk","2010","03","09"
"2831","SLW",FALSE,"http://finance.yahoo.com/q?s=SLW","2010","03","09"
"2841","GLD",TRUE,"http://finance.yahoo.com/q?s=GLD","2010","03","09"
"2851","AEM",TRUE,"http://finance.yahoo.com/q/pr?s=AEM","2010","03","09"
"2861","D",TRUE,"http://finance.yahoo.com/q?s=D","2010","03","09"
"2871","EXC",TRUE,"http://finance.yahoo.com/q/pr?s=EXC","2010","03","09"
"2881","C",TRUE,"http://finance.yahoo.com/q?s=C","2010","03","09"
"2892","PG",TRUE,"http://finance.yahoo.com/q?s=PG","2010","03","09"
"2902","MMM",TRUE,"http://finance.yahoo.com/q/pr?s=MMM","2010","03","09"
"2913","INTC",TRUE,"http://finance.yahoo.com/q?s=INTC","2010","03","09"
"2922","ROST",TRUE,"http://finance.yahoo.com/q/pr?s=ROST","2010","03","09"
"2932","TJX",TRUE,"http://finance.yahoo.com/q/pr?s=TJX","2010","03","09"
"2942","WLT",TRUE,"http://finance.yahoo.com/q/pr?s=WLT","2010","03","10"
"2952","BTU",FALSE,"http://finance.yahoo.com/q?s=BTU","2010","03","10"
"2962","ACI",FALSE,"http://finance.yahoo.com/q?s=ACI","2010","03","10"
"1302","THQI",FALSE,"http://finance.yahoo.com/q?s=THQI","2010","03","10"
"2972","ERTS",FALSE,"http://finance.yahoo.com/q?s=ERTS","2010","03","10"
"3182","INCY",TRUE,"http://finance.yahoo.com/q/pr?s=INCY","2010","03","10"
"4133","SAY",FALSE,"http://finance.yahoo.com/q?s=SAY","2010","03","10"
"5113","CTSH",TRUE,"http://finance.yahoo.com/q?s=CTSH","2010","03","10"
"6133","MNRO",TRUE,"http://finance.yahoo.com/q/pr?s=MNRO","2010","03","10"
"9142","TSN",FALSE,"http://finance.yahoo.com/q/pr?s=TSN","2010","03","10"
"1072","GST",TRUE,"http://finance.yahoo.com/q/pr?s=GST","2010","03","10"
"11121","GLW",TRUE,"http://finance.yahoo.com/q?s=GLW","2010","03","10"
"12102","CREE",TRUE,"http://finance.yahoo.com/q/pr?s=CREE","2010","03","10"
"1362","NFLX",TRUE,"http://finance.yahoo.com/q/pr?s=NFLX","2010","03","10"
"1442","FNFG",TRUE,"http://finance.yahoo.com/q/pr?s=FNFG","2010","03","10"
"1522","HBAN",TRUE,"http://finance.yahoo.com/q/pr?s=HBAN","2010","03","10"
"1614","RDN",FALSE,"http://finance.yahoo.com/q/pr?s=RDN","2010","03","10"
"31111","RFMD",TRUE,"http://finance.yahoo.com/q/pr?s=RFMD","2010","03","11"
"31211","BF-B",FALSE,"http://finance.yahoo.com/q/pr?s=BF-B","2010","03","11"
"31311","EZPW",TRUE,"http://finance.yahoo.com/q/pr?s=EZPW","2010","03","11"
"31411","AMLN",FALSE,"http://finance.yahoo.com/q/pr?s=AMLN","2010","03","11"
"31511","FSYS",TRUE,"http://finance.yahoo.com/q/pr?s=FSYS","2010","03","11"
"31611","F",TRUE,"http://finance.yahoo.com/q?s=F","2010","03","11"
"31711","F-PS",TRUE,"http://finance.yahoo.com/q?s=F-PS","2010","03","11"
"31811","DVN",TRUE,"http://finance.yahoo.com/q?s=DVN","2010","03","11"
"3192","XTO",FALSE,"http://finance.yahoo.com/q?s=XTO","2010","03","11"
"3202","AONE",FALSE,"http://finance.yahoo.com/q/pr?s=AONE","2010","03","11"
"3213","SQM",FALSE,"http://finance.yahoo.com/q/pr?s=SQM","2010","03","11"
"3222","CLNE",TRUE,"http://finance.yahoo.com/q/pr?s=CLNE","2010","03","11"
"3232","AAPL",TRUE,"http://finance.yahoo.com/q?s=AAPL","2010","03","11"
"3242","HOG",FALSE,"http://finance.yahoo.com/q?s=HOG","2010","03","11"
"3252","RQI",TRUE,"http://finance.yahoo.com/q/pr?s=RQI","2010","03","11"
"3262","ONNN",TRUE,"http://finance.yahoo.com/q?s=ONNN","2010","03","11"
"3272","SHO",TRUE,"http://finance.yahoo.com/q/pr?s=SHO","2010","03","12"
"3282","PETM",TRUE,"http://finance.yahoo.com/q?s=PETM","2010","03","12"
"3292","PETS",TRUE,"http://finance.yahoo.com/q/pr?s=PETS","2010","03","12"
"3302","ADCT",TRUE,"http://finance.yahoo.com/q?s=ADCT","2010","03","12"
"3313","AEM",FALSE,"http://finance.yahoo.com/q/pr?s=AEM","2010","03","12"
"3322","SCSS",FALSE,"http://finance.yahoo.com/q/pr?s=SCSS","2010","03","12"
"3332","LEG",TRUE,"http://finance.yahoo.com/q?s=LEG","2010","03","12"
"3342","IVAN",FALSE,"http://finance.yahoo.com/q/pr?s=IVAN","2010","03","12"
"3352","UAUA",FALSE,"http://finance.yahoo.com/q/pr?s=UAUA","2010","03","12"
"3362","MRX",TRUE,"http://finance.yahoo.com/q?s=MRX","2010","03","15"
"3372","DVN",TRUE,"http://finance.yahoo.com/q?s=DVN","2010","03","15"
"3382","ORCL",TRUE,"http://finance.yahoo.com/q?s=ORCL","2010","03","15"
"3392","FRPT",FALSE,"http://finance.yahoo.com/q?s=FRPT","2010","03","15"
"3402","LLL",TRUE,"http://finance.yahoo.com/q?s=LLL","2010","03","15"
"3413","SO",FALSE,"http://finance.yahoo.com/q/pr?s=SO","2010","03","15"
"3422","FE",TRUE,"http://finance.yahoo.com/q/pr?s=FE","2010","03","15"
"3432","CSE",FALSE,"http://finance.yahoo.com/q/pr?s=CSE","2010","03","15"
"3442","BAC",TRUE,"http://finance.yahoo.com/q?s=BAC","2010","03","15"
"3452","X",FALSE,"http://finance.yahoo.com/q?s=X","2010","03","15"
"3462","NUE",TRUE,"http://finance.yahoo.com/q/pr?s=NUE","2010","03","15"
"3472","JCG",TRUE,"http://finance.yahoo.com/q?s=JCG","2010","03","17"
"3482","NST",TRUE,"http://finance.yahoo.com/q/pr?s=NST","2010","03","17"
"3492","CLNE",TRUE,"http://finance.yahoo.com/q/pr?s=CLNE","2010","03","17"
"3502","WPRT",TRUE,"http://finance.yahoo.com/q/pr?s=WPRT","2010","03","17"
"3513","PRSP",TRUE,"http://finance.yahoo.com/q/pr?s=PRSP","2010","03","17"
"3522","CREE",TRUE,"http://finance.yahoo.com/q/pr?s=CREE","2010","03","17"
"3532","ISRG",FALSE,"http://finance.yahoo.com/q?s=ISRG","2010","03","17"
"3542","FTR",FALSE,"http://finance.yahoo.com/q?s=FTR","2010","03","17"
"3552","WIN",TRUE,"http://finance.yahoo.com/q?s=WIN","2010","03","17"
"3562","T",TRUE,"http://finance.yahoo.com/q?s=T","2010","03","17"
"3572","TUP",TRUE,"http://finance.yahoo.com/q/pr?s=TUP","2010","03","17"
"3582","T",TRUE,"http://finance.yahoo.com/q?s=T","2010","03","17"
"3592","NAL",TRUE,"http://finance.yahoo.com/q?s=NAL","2010","03","17"
"3602","S",FALSE,"http://finance.yahoo.com/q?s=S","2010","03","17"
"3613","BP",TRUE,"http://finance.yahoo.com/q/pr?s=BP","2010","03","18"
"3622","DD",TRUE,"http://finance.yahoo.com/q?s=DD","2010","03","18"
"3632","KMP",TRUE,"http://finance.yahoo.com/q/pr?s=KMP","2010","03","18"
"3642","VZ",TRUE,"http://finance.yahoo.com/q?s=VZ","2010","03","18"
"3652","LLY",TRUE,"http://finance.yahoo.com/q/pr?s=LLY","2010","03","18"
"3662","MO",TRUE,"http://finance.yahoo.com/q?s=MO","2010","03","18"
"1372","BALT",FALSE,"http://finance.yahoo.com/q/pr?s=BALT","2010","03","18"
"2982","CRU",FALSE,"http://finance.yahoo.com/q/pr?s=CRU","2010","03","18"
"4142","DSX",TRUE,"http://finance.yahoo.com/q?s=DSX","2010","03","18"
"5211","NAT",TRUE,"http://finance.yahoo.com/q?s=NAT","2010","03","18"
"3713","Q",TRUE,"http://finance.yahoo.com/q/pr?s=Q","2010","03","18"
"3722","RTN",TRUE,"http://finance.yahoo.com/q?s=RTN","2010","03","18"
"3731","NABI",TRUE,"http://finance.yahoo.com/q/pr?s=NABI","2010","03","18"
"3741","PALM",FALSE,"http://finance.yahoo.com/q?s=PALM","2010","03","18"
"3751","AAPL",TRUE,"http://finance.yahoo.com/q?s=AAPL","2010","03","18"
"3761","GSK",TRUE,"http://finance.yahoo.com/q/pr?s=GSK","2010","03","18"
"3771","LLY",TRUE,"http://finance.yahoo.com/q/pr?s=LLY","2010","03","18"
"3781","FLEX",TRUE,"http://finance.yahoo.com/q?s=FLEX","2010","03","18"
"3792","JBL",TRUE,"http://finance.yahoo.com/q/pr?s=JBL","2010","03","18"
"3802","MDRX",TRUE,"http://finance.yahoo.com/q?s=MDRX","2010","03","18"
"3813","COH",TRUE,"http://finance.yahoo.com/q?s=COH","2010","03","18"
"3822","JWN",TRUE,"http://finance.yahoo.com/q?s=JWN","2010","03","18"
"3831","RL",TRUE,"http://finance.yahoo.com/q?s=RL","2010","03","18"
"3841","JCG",TRUE,"http://finance.yahoo.com/q?s=JCG","2010","03","18"
"3851","GES",TRUE,"http://finance.yahoo.com/q?s=GES","2010","03","18"
"3861","FLIR",TRUE,"http://finance.yahoo.com/q?s=FLIR","2010","03","18"
"3871","NICE",TRUE,"http://finance.yahoo.com/q/pr?s=NICE","2010","03","18"
"3881","ARST",TRUE,"http://finance.yahoo.com/q?s=ARST","2010","03","18"
"3891","ORCL",TRUE,"http://finance.yahoo.com/q?s=ORCL","2010","03","19"
"3901","SONS",TRUE,"http://finance.yahoo.com/q/pr?s=SONS","2010","03","19"
"3912","SD",TRUE,"http://finance.yahoo.com/q/pr?s=SD","2010","03","19"
"1382","APD",FALSE,"http://finance.yahoo.com/q?s=APD","2010","03","19"
"2992","WEN",TRUE,"http://finance.yahoo.com/q?s=WEN","2010","03","19"
"3672","MCD",TRUE,"http://finance.yahoo.com/q?s=MCD","2010","03","19"
"4152","TSRA",FALSE,"http://finance.yahoo.com/q?s=TSRA","2010","03","19"
"6143","VSI",TRUE,"http://finance.yahoo.com/q/pr?s=VSI","2010","03","19"
"7133","PTV",TRUE,"http://finance.yahoo.com/q/pr?s=PTV","2010","03","19"
"8122","TIN",TRUE,"http://finance.yahoo.com/q/pr?s=TIN","2010","03","19"
"9151","IP",TRUE,"http://finance.yahoo.com/q/pr?s=IP","2010","03","19"
"1082","STXS",FALSE,"http://finance.yahoo.com/q/pr?s=STXS","2010","03","19"
"11131","ABT",TRUE,"http://finance.yahoo.com/q?s=ABT","2010","03","19"
"12121","NMM",FALSE,"http://finance.yahoo.com/q/pr?s=NMM","2010","03","19"
"1392","NAT",TRUE,"http://finance.yahoo.com/q?s=NAT","2010","03","19"
"1452","ATPG",TRUE,"http://finance.yahoo.com/q?s=ATPG","2010","03","19"
"1592","GMCR",TRUE,"http://finance.yahoo.com/q/pr?s=GMCR","2010","03","19"
"4062","IRM",FALSE,"http://finance.yahoo.com/q?s=IRM","2010","03","19"
"4072","BA",TRUE,"http://finance.yahoo.com/q?s=BA","2010","03","19"
"4082","AAPL",TRUE,"http://finance.yahoo.com/q?s=AAPL","2010","03","22"
"4092","BRCM",TRUE,"http://finance.yahoo.com/q?s=BRCM","2010","03","22"
"41012","MRVL",TRUE,"http://finance.yahoo.com/q/pr?s=MRVL","2010","03","22"
"41112","QCOM",TRUE,"http://finance.yahoo.com/q?s=QCOM","2010","03","22"
"41212","TQNT",TRUE,"http://finance.yahoo.com/q?s=TQNT","2010","03","22"
"41311","RFMD",TRUE,"http://finance.yahoo.com/q/pr?s=RFMD","2010","03","22"
"41411","CY",TRUE,"http://finance.yahoo.com/q?s=CY","2010","03","22"
"41511","SWKS",TRUE,"http://finance.yahoo.com/q/pr?s=SWKS","2010","03","22"
"4162","BA",TRUE,"http://finance.yahoo.com/q?s=BA","2010","03","22"
"4172","HON",TRUE,"http://finance.yahoo.com/q?s=HON","2010","03","22"
"4182","F",TRUE,"http://finance.yahoo.com/q?s=F","2010","03","22"
"4192","JCI",TRUE,"http://finance.yahoo.com/q?s=JCI","2010","03","22"
"4202","LEA",TRUE,"http://finance.yahoo.com/q?s=LEA","2010","03","22"
"4213","WSM",TRUE,"http://finance.yahoo.com/q?s=WSM","2010","03","22"
"4222","COST",TRUE,"http://finance.yahoo.com/q?s=COST","2010","03","22"
"4232","BBY",TRUE,"http://finance.yahoo.com/q?s=BBY","2010","03","22"
"4241","TJX",TRUE,"http://finance.yahoo.com/q/pr?s=TJX","2010","03","22"
"4251","CSCO",TRUE,"http://finance.yahoo.com/q?s=CSCO","2010","03","22"
"4261","JNPR",TRUE,"http://finance.yahoo.com/q?s=JNPR","2010","03","22"
"4271","CIEN",TRUE,"http://finance.yahoo.com/q?s=CIEN","2010","03","22"
"4281","JDSU",TRUE,"http://finance.yahoo.com/q?s=JDSU","2010","03","22"
"4291","ABT",TRUE,"http://finance.yahoo.com/q?s=ABT","2010","03","22"
"4301","NKE",TRUE,"http://finance.yahoo.com/q?s=NKE","2010","03","22"
"4312","KSS",TRUE,"http://finance.yahoo.com/q?s=KSS","2010","03","22"
"4322","TTWO",FALSE,"http://finance.yahoo.com/q?s=TTWO","2010","03","22"
"4332","ERTS",TRUE,"http://finance.yahoo.com/q?s=ERTS","2010","03","22"
"4342","BAC",TRUE,"http://finance.yahoo.com/q?s=BAC","2010","03","22"
"4352","APWR",FALSE,"http://finance.yahoo.com/q?s=APWR","2010","03","22"
"4362","SNE",FALSE,"http://finance.yahoo.com/q?s=SNE","2010","03","22"
"4372","AAPL",TRUE,"http://finance.yahoo.com/q?s=AAPL","2010","03","22"
"4381","DEO",FALSE,"http://finance.yahoo.com/q?s=DEO","2010","03","22"
"4391","BF-B",FALSE,"http://finance.yahoo.com/q/pr?s=BF-B","2010","03","22"
"4401","BIDU",TRUE,"http://finance.yahoo.com/q?s=BIDU","2010","03","23"
"1462","CVX",FALSE,"http://finance.yahoo.com/q?s=CVX","2010","03","23"
"21001","BP",TRUE,"http://finance.yahoo.com/q/pr?s=BP","2010","03","23"
"3682","BNI",TRUE,"http://finance.yahoo.com/q/pr?s=BNI","2010","03","23"
"4412","BRK-B",TRUE,"http://finance.yahoo.com/q/pr?s=BRK-B","2010","03","23"
"5312","UNP",TRUE,"http://finance.yahoo.com/q?s=UNP","2010","03","23"
"8131","CSX",TRUE,"http://finance.yahoo.com/q/pr?s=CSX","2010","03","23"
"9161","POT",TRUE,"http://finance.yahoo.com/q?s=POT","2010","03","23"
"1092","SQM",TRUE,"http://finance.yahoo.com/q/pr?s=SQM","2010","03","23"
"11141","MWE",TRUE,"http://finance.yahoo.com/q?s=MWE","2010","03","23"
"12131","BPT",TRUE,"http://finance.yahoo.com/q/pr?s=BPT","2010","03","23"
"4513","ETM",TRUE,"http://finance.yahoo.com/q/pr?s=ETM","2010","03","24"
"4522","MICC",TRUE,"http://finance.yahoo.com/q/pr?s=MICC","2010","03","24"
"4532","AMX",TRUE,"http://finance.yahoo.com/q?s=AMX","2010","03","24"
"4542","SKS",TRUE,"http://finance.yahoo.com/q?s=SKS","2010","03","24"
"4552","JWN",TRUE,"http://finance.yahoo.com/q?s=JWN","2010","03","24"
"4562","TIF",TRUE,"http://finance.yahoo.com/q?s=TIF","2010","03","24"
"4572","RL",TRUE,"http://finance.yahoo.com/q?s=RL","2010","03","24"
"4582","ST",TRUE,"http://finance.yahoo.com/q/pr?s=ST","2010","03","24"
"4592","ZMH",TRUE,"http://finance.yahoo.com/q/pr?s=ZMH","2010","03","24"
"4602","SYK",TRUE,"http://finance.yahoo.com/q?s=SYK","2010","03","24"
"4613","STJ",TRUE,"http://finance.yahoo.com/q?s=STJ","2010","03","24"
"4621","ABT",TRUE,"http://finance.yahoo.com/q?s=ABT","2010","03","24"
"4631","PM",TRUE,"http://finance.yahoo.com/q/pr?s=PM","2010","03","24"
"4641","BGCP",TRUE,"http://finance.yahoo.com/q/pr?s=BGCP","2010","03","24"
"4651","X",FALSE,"http://finance.yahoo.com/q?s=X","2010","03","24"
"4661","NUE",TRUE,"http://finance.yahoo.com/q/pr?s=NUE","2010","03","24"
"4671","CLF",TRUE,"http://finance.yahoo.com/q/pr?s=CLF","2010","03","24"
"4682","H",TRUE,"http://finance.yahoo.com/q?s=H","2010","03","24"
"4692","STEC",FALSE,"http://finance.yahoo.com/q/pr?s=STEC","2010","03","24"
"4702","BKS",TRUE,"http://finance.yahoo.com/q/pr?s=BKS","2010","03","24"
"4713","WFT",TRUE,"http://finance.yahoo.com/q/pr?s=WFT","2010","03","24"
"4722","VSI",FALSE,"http://finance.yahoo.com/q/pr?s=VSI","2010","03","25"
"4732","VITC",FALSE,"http://finance.yahoo.com/q/pr?s=VITC","2010","03","25"
"4742","FHN",TRUE,"http://finance.yahoo.com/q/pr?s=FHN","2010","03","25"
"4752","CX",TRUE,"http://finance.yahoo.com/q/pr?s=CX","2010","03","25"
"4762","VMC",TRUE,"http://finance.yahoo.com/q/pr?s=VMC","2010","03","25"
"4772","CHU",FALSE,"http://finance.yahoo.com/q/pr?s=CHU","2010","03","25"
"4782","CTL",TRUE,"http://finance.yahoo.com/q/pr?s=CTL","2010","03","25"
"4792","WIN",TRUE,"http://finance.yahoo.com/q?s=WIN","2010","03","25"
"4802","TEVA",TRUE,"http://finance.yahoo.com/q/pr?s=TEVA","2010","03","25"
"4813","THC",TRUE,"http://finance.yahoo.com/q?s=THC","2010","03","25"
"4822","SEM",FALSE,"http://finance.yahoo.com/q/pr?s=SEM","2010","03","25"
"4832","AIG",FALSE,"http://finance.yahoo.com/q?s=AIG","2010","03","25"
"4842","S",FALSE,"http://finance.yahoo.com/q?s=S","2010","03","25"
"4852","Q",TRUE,"http://finance.yahoo.com/q/pr?s=Q","2010","03","25"
"4862","AINV",TRUE,"http://finance.yahoo.com/q?s=AINV","2010","03","25"
"4872","FSLR",FALSE,"http://finance.yahoo.com/q?s=FSLR","2010","03","25"
"4882","EQT",TRUE,"http://finance.yahoo.com/q/pr?s=EQT","2010","03","25"
"4892","TNH",TRUE,"http://finance.yahoo.com/q/pr?s=TNH","2010","03","25"
"4902","CHK",TRUE,"http://finance.yahoo.com/q/pr?s=CHK","2010","03","25"
