Id,latitude,longitude,descRegion,descCountry,descAdmin1,descLocality,descQuality,observationDate,obsdate_amer,reportDate,status,descDisease,descDiseaseType,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,sumVaccinated
159119,31.2246,30.4852,Africa,Egypt,Al Buhayrah (behera),Al Mahmodya,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,200,200,9800,0,
159124,30.0373,31.1367,Africa,Egypt,Al Jizah (giza),Faysal and Saftalabn,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",1000,10,10,950,0,
159125,30.2304,30.9726,Africa,Egypt,Al Jizah (giza),Alharam,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,19,19,4500,0,
159127,29.9311,31.185,Africa,Egypt,Al Jizah (giza),Dokki and Agoza,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",300,9,9,100,0,
159131,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Mattay,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",3,3,3,0,0,
159136,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Hay Shamal,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",500,10,3,150,,
159140,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Shbeen Al Kanater,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",7000,1000,1000,6000,0,
159141,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Nama,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,4,4,3000,0,
159142,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Qalama,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",3000,1,1,2500,0,
159151,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Tabaykha,Unknown,17/02/2006,17-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,13,13,9987,0,
159116,30.6116,31.296,Africa,Egypt,Al Daqahliyah (dakahlia),Meet Al Korashy,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",100000,1000,1000,99000,0,
159117,30.6889,31.296,Africa,Egypt,Al Daqahliyah (dakahlia),Met Al Korashy,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",60000,4000,4000,56000,0,
159118,31.0508,31.4118,Africa,Egypt,Al Daqahliyah (dakahlia),Al Dakahlya,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,1,1,8500,0,
159120,29.2554,30.934,Africa,Egypt,Al Fayyum (fayoum),Talat,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",6000,530,530,5470,0,
159121,29.5836,31.8752,Africa,Egypt,Al Jizah (giza),Abo Al Nomros,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",1000,1,1,950,0,
159122,29.6898,31.9041,Africa,Egypt,Al Jizah (giza),Giza zoo,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",200,5,5,0,0,
159123,29.6705,31.658,Africa,Egypt,Al Jizah (giza),Aboser,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,1000,1000,19000,0,
159126,30.0518,31.0933,Africa,Egypt,Al Jizah (giza),Giza Zoo,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",100,17,0,17,0,
159128,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Alwarak and Embaba,Centroid Admin1,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,28,28,4500,0,
159129,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Raheb,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",50,30,30,20,0,
159130,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Bani Mazar,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,100,100,9900,0,
159132,29.995531,31.619606,Africa,Egypt,Al Qahirah (cairo),Takseem Abo Al Farhod,Centroid Admin1,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,1000,1000,19000,0,
159133,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Helwan,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",15419,1000,1000,14419,0,
159134,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Hay Ganob,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",50,2,2,40,,
159135,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Faculty of Agriculture,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,8,8,950,0,
159137,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al Monshaa Al Kobra,Centroid Admin1,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,2000,2000,18000,0,
159138,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Nekbass and Kafr tallah,Centroid Admin1,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",30000,2000,2000,28000,0,
159139,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Nawa,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,2000,2000,18000,0,
159143,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Abo Smedda,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,1000,1000,19000,0,
159144,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Belbis,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",150000,11000,11000,139000,0,
159145,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Zagazig,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",50000,1000,1000,49000,0,
159146,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Makaz Naser,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",120,20,20,100,0,
159147,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Sanyna,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,1000,1000,19000,0,
159148,31.358169,31.715001,Africa,Egypt,Dumyat (damietta),Al Rodda,Centroid Admin1,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",150,50,50,100,0,
159149,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Raas Albaar,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159150,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Owera Al Hamra,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",60,20,20,40,0,
159152,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Awlad Hamza,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159153,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Elezba and Alarab,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159154,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Aom Doma,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159155,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Alsoamaa Gharb,Unknown,18/02/2006,18-Feb-2006,18/02/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159342,30.9881,31.1512,Africa,Egypt,Al Gharbiyah (gharbia),Al Gayer,Unknown,20/02/2006,20-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159316,29.7333,31.2863,Africa,Egypt,Al Jizah (giza),Sakara,Unknown,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159317,29.9263,31.2333,Africa,Egypt,Al Jizah (giza),Kambara,Unknown,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,3500,3500,16500,0,
159354,29.4099,31.7255,Africa,Egypt,Al Jizah (giza),Al Saaf,Unknown,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",35000,5000,5000,30000,0,
159355,30.2883,31.3491,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al Gaafra,Unknown,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159429,29.7767,31.2526,Africa,Egypt,Al Jizah (giza),AboSeer,Unknown,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",180000,15000,15000,165000,0,
159430,30.27026,31.2598,Africa,Egypt,Al Qalyubiyah (kalyoubia),Kafr Ezab Ghoneem,Centroid Admin1,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,4000,4000,16000,0,
159444,30.27026,31.2598,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al Saffen,Centroid Admin1,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",25000,2000,2000,23000,0,
159457,30.27026,31.2598,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al Monshaa Al Kobra,Centroid Admin1,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159458,30.27026,31.2598,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al Manshya Al Kobra,Centroid Admin1,26/02/2006,26-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",40000,10000,10000,30000,0,
159411,28.4639,30.2052,Africa,Egypt,Al Minya (menia),Al Helmya,Unknown,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159412,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al Manshya Al Sogra,Centroid Admin1,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159415,29.7381,31.2863,Africa,Egypt,Al Jizah (giza),Sakara,Unknown,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",35000,5000,5000,30000,0,
159416,30.6116,31.8124,Africa,Egypt,Ash Sharqiyah (sharkia),Smeda,Unknown,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159431,29.574,31.2767,Africa,Egypt,Al Jizah (giza),Shobramant,Unknown,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",6000,1000,1000,5000,0,
159432,29.6995,31.3153,Africa,Egypt,Al Jizah (giza),Al Badarasheen,Unknown,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",250000,28000,28000,222000,0,
159445,29.6898,31.3684,Africa,Egypt,Al Jizah (giza),Nazlet Al Ashtar,Unknown,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",15000,5000,5000,10000,0,
159446,30.27026,31.2598,Africa,Egypt,Al Qalyubiyah (kalyoubia),Tasfa,Centroid Admin1,28/02/2006,28-Feb-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159176,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Almonshaa Alkobra,Centroid Admin1,01/03/2006,1-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",7000,1000,1000,6000,0,
159177,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Monshaat Al kanater,Unknown,01/03/2006,1-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159197,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Ramses road,Unknown,01/03/2006,1-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",175000,30000,30000,145000,0,
159198,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Albadrashen,Unknown,01/03/2006,1-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",3000,500,500,2500,0,
159238,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Fanous,Unknown,01/03/2006,1-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",6000,1200,1200,4800,0,
159373,30.3703,31.6001,Africa,Egypt,Ash Sharqiyah (sharkia),AlSallam village,Unknown,01/03/2006,1-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",150000,11000,11000,139000,0,
159199,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Nekbas village,Centroid Admin1,02/03/2006,2-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",6000,1000,1000,5000,0,
159200,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Alazay Algadyda and Abosmeda,Unknown,02/03/2006,2-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159217,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Hadeka village,Unknown,02/03/2006,2-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159239,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Sook AL talat,Unknown,02/03/2006,2-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",54444,5000,5000,49444,0,
159156,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Almonshaa Alsogra,Centroid Admin1,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",30000,6000,6000,24000,0,
159157,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Abo Alnomros,Unknown,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,3000,3000,17000,0,
159158,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Tahla,Centroid Admin1,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,750,750,3250,0,
159218,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Asset,Centroid Admin1,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159219,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Atellet,Centroid Admin1,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",30000,5000,5000,12000,0,
159240,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al monshaa alkobra,Centroid Admin1,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159241,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Albar Al sharky,Unknown,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159281,29.3954,31.8462,Africa,Egypt,Al Jizah (giza),Sakara,Unknown,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",6000,1000,1000,5000,0,
159282,30.3848,31.5904,Africa,Egypt,Ash Sharqiyah (sharkia),Ramses road,Unknown,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",412000,55000,55000,357000,0,
159283,29.5161,31.8993,Africa,Egypt,Al Jizah (giza),Shobramant,Unknown,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",2500,0,0,2500,0,
159374,29.6078,31.9041,Africa,Egypt,Al Jizah (giza),Teraat Selim,Unknown,04/03/2006,4-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,5000,5000,15000,0,
159160,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Gamgara Al Gadeda,Unknown,05/03/2006,5-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,500,500,4500,0,
159178,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Almosalas,Unknown,05/03/2006,5-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",45000,4735,4735,40265,0,
159259,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Aboalnomros,Unknown,05/03/2006,5-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",6000,768,768,5232,0,
159260,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Zawet Abo Mssalam,Unknown,05/03/2006,5-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",35000,900,900,34100,0,
159159,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Azbet Wahdan,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",15100,4955,4955,10045,0,
159161,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Sakara,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",115000,10000,10000,105000,0,
159179,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Kafr Mansour,Centroid Admin1,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159180,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Moneer,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",650000,60000,60000,590000,0,
159220,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Mahtaet Amlak 16,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",120000,35800,35800,84200,0,
159221,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Meet Kenana,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159222,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Alshobak Al Gharbi,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",3000,677,677,2323,0,
159242,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Shobrament,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",8500,1000,1000,7500,0,
159262,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Tasfa,Centroid Admin1,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159263,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Ramses road,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159284,30.5006,31.1223,Africa,Egypt,Al Minufiyah (menoufia),Monshaaet Demlo,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",4000,2000,2000,2000,0,
159375,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Ezbet Abo Ayad,Centroid Admin1,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",4000,500,500,3500,0,
159376,30.3655,31.045,Africa,Egypt,Al Minufiyah (menoufia),Tleat Eshesh,Unknown,06/03/2006,6-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",35000,10000,10000,25000,0,
159162,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Ismalia road,Unknown,07/03/2006,7-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",20000,2000,2000,18000,0,
159223,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Kerdasa,Unknown,07/03/2006,7-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",35000,2500,2500,23500,0,
159377,30.351,31.5856,Africa,Egypt,Ash Sharqiyah (sharkia),Alsallam village,Unknown,07/03/2006,7-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",910000,70000,70000,840000,0,
159163,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Zawet Abo Mesallam,Unknown,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",50000,2517,2517,47483,0,
159181,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Nekbass,Centroid Admin1,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159182,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),kafr Saad,Centroid Admin1,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,1000,1000,9000,0,
159201,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Kafr Kordy,Centroid Admin1,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159202,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Nahya,Unknown,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",17000,1200,1200,15800,0,
159203,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Abo seer,Unknown,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",15000,1755,1755,13245,0,
159224,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Maryotya,Unknown,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,1500,1500,8500,0,
159243,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Al Manawat,Unknown,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",15000,2500,2500,12500,0,
159261,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Esteet,Centroid Admin1,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",5000,1000,1000,4000,0,
159264,28.84674,29.540062,Africa,Egypt,Al Jizah (giza),Gamgara Al Gadeda,Unknown,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159378,30.270263,31.259798,Africa,Egypt,Al Qalyubiyah (kalyoubia),Esteet,Centroid Admin1,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
159379,30.2159,31.3732,Africa,Egypt,Al Qalyubiyah (kalyoubia),Al Khanka,Unknown,08/03/2006,8-Mar-2006,23/03/2006,Confirmed,Highly pathogenic avian influenza,H5N1,"Domestic,unspecified bird,",10000,2000,2000,8000,0,
